receive_ts;exchange_ts;price;quantity;side;rebuild
1770656944933182;1770656944930330;996493.11797967;13.00562056;ask;0
1770656944930830;1770656944930334;165134.54834213;19.74112904;bid;0
1770656944934367;1770656944930338;855370.42933851;3.40110698;ask;1
1770656944933557;1770656944930341;382123.66960544;4.59719674;ask;0
1770656944932321;1770656944930345;807684.86747052;8.56925577;bid;1
1770656944933363;1770656944930349;13407.71813697;9.33954699;ask;0
1770656944933931;1770656944930352;249830.42682712;15.83929395;ask;0
1770656944932373;1770656944930356;973679.78230326;0.90496917;bid;1
1770656944932156;1770656944930360;612656.89204243;1.85907544;ask;1
1770656944931386;1770656944930364;465065.87373469;18.30828049;bid;0
1770656944931293;1770656944930367;624692.81584011;4.98229276;ask;1
1770656944932949;1770656944930371;151498.75638179;13.01443540;ask;0
1770656944935146;1770656944930374;187638.22565181;7.02404828;ask;1
1770656944931947;1770656944930378;240907.22497941;17.16574188;bid;0
1770656944931480;1770656944930381;900947.62754434;17.78203668;bid;1
1770656944931885;1770656944930385;232066.14311607;7.72553129;bid;1
1770656944932297;1770656944930389;449827.43682459;4.44368667;bid;0
1770656944934141;1770656944930393;664173.50147857;14.04006549;bid;1
1770656944931091;1770656944930397;910507.81095027;7.67352140;ask;0
1770656944931087;1770656944930401;327104.82142771;15.30486746;ask;1
1770656944931399;1770656944930404;633341.20596918;16.11482750;bid;1
1770656944935306;1770656944930408;476796.93987243;0.06934552;ask;0
1770656944933627;1770656944930411;397227.42885605;15.00057857;bid;0
1770656944934931;1770656944930416;13105.05881432;19.27402184;bid;0
1770656944930725;1770656944930420;257910.61999982;7.88723106;bid;1
1770656944931576;1770656944930424;591883.14358753;5.70200492;ask;0
1770656944934116;1770656944930428;242278.50471107;7.89349954;ask;1
1770656944930713;1770656944930432;378123.89469030;4.63655095;bid;1
1770656944930546;1770656944930436;17012.02076260;15.62557588;ask;0
1770656944930980;1770656944930439;314580.02768961;2.14480474;ask;0
1770656944935041;1770656944930443;69524.43502910;18.73387941;bid;1
1770656944932635;1770656944930447;752424.44603690;0.50043677;ask;1
1770656944933847;1770656944930451;494018.95683455;3.60635102;bid;0
1770656944931328;1770656944930454;153401.43416322;3.75683507;bid;1
1770656944931963;1770656944930458;632306.58938570;8.76411681;ask;1
1770656944932021;1770656944930462;486295.65671466;2.24765964;ask;0
1770656944934859;1770656944930466;58939.62870400;19.44849255;ask;0
1770656944932087;1770656944930470;778547.50992913;3.94692931;ask;1
1770656944931325;1770656944930473;392016.62834604;3.22575589;bid;1
1770656944931787;1770656944930477;726287.89499237;1.68844801;bid;0
1770656944931690;1770656944930481;315797.04543302;8.25486334;ask;1
1770656944934443;1770656944930484;874957.46932612;7.24199588;ask;0
1770656944933497;1770656944930488;675235.85271812;18.97472859;bid;1
1770656944934830;1770656944930493;759694.40681092;15.94444078;ask;1
1770656944933545;1770656944930496;977217.66375985;9.67174503;ask;0
1770656944932661;1770656944930500;592615.45662951;4.17874625;ask;0
1770656944931699;1770656944930503;305205.27931294;1.43504044;ask;0
1770656944932377;1770656944930507;561496.75598072;8.41995443;bid;1
1770656944933596;1770656944930511;505773.84725609;1.05845789;ask;0
1770656944932608;1770656944930515;828332.81981186;11.23803377;bid;0
1770656944931359;1770656944930518;907567.52165871;10.78095942;bid;0
1770656944934844;1770656944930522;405046.62634232;4.50151730;ask;1
1770656944934088;1770656944930526;854669.62276805;4.21373895;ask;1
1770656944932224;1770656944930529;709954.61938540;9.47012920;bid;0
1770656944931120;1770656944930533;100450.87035373;10.83869835;bid;1
1770656944931982;1770656944930537;169955.93851868;7.26825107;bid;1
1770656944933366;1770656944930540;846930.04368796;13.35310012;bid;0
1770656944931400;1770656944930544;403469.53517598;4.43139218;bid;0
1770656944935055;1770656944930548;74265.02077112;18.20742290;ask;0
1770656944933964;1770656944930552;990610.44679656;8.10116470;ask;1
1770656944932076;1770656944930557;255589.98262923;6.65463633;ask;1
1770656944931848;1770656944930560;394645.77002015;6.49291031;bid;0
1770656944935145;1770656944930564;255153.07324017;9.98639859;bid;1
1770656944934044;1770656944930568;913964.28488015;2.27601712;bid;1
1770656944931968;1770656944930572;726644.12694292;12.12212364;bid;0
1770656944931333;1770656944930575;206213.46971736;12.24719646;ask;1
1770656944933505;1770656944930579;606490.74368796;0.18444187;bid;1
1770656944931215;1770656944930583;66421.42732185;6.60150174;ask;0
1770656944932372;1770656944930586;577383.77490906;4.83348368;ask;1
1770656944932178;1770656944930590;971773.38850806;17.96682205;bid;1
1770656944932330;1770656944930594;254063.42592824;6.23526441;ask;0
1770656944933472;1770656944930597;742925.13954594;16.25836027;ask;0
1770656944934283;1770656944930601;657806.14407853;14.79256019;bid;1
1770656944932157;1770656944930605;804516.64838107;18.65099648;bid;1
1770656944931805;1770656944930609;145374.63456969;2.99496711;ask;1
1770656944932771;1770656944930613;394969.75634495;19.81324166;ask;1
1770656944934469;1770656944930617;64311.07168608;9.76410350;bid;0
1770656944934691;1770656944930621;859048.67052275;19.47580195;bid;1
1770656944935476;1770656944930624;143587.26335601;10.75347272;bid;1
1770656944935334;1770656944930628;929652.77276426;5.08832632;ask;0
1770656944933880;1770656944930632;91478.21614708;0.51308222;ask;1
1770656944933666;1770656944930635;298597.28866718;7.33888817;ask;0
1770656944934248;1770656944930639;764080.48997272;19.40135559;ask;1
1770656944932660;1770656944930643;633774.87707562;2.17289358;bid;0
1770656944931987;1770656944930647;687268.86906842;4.34756112;bid;1
1770656944930951;1770656944930650;867917.68053634;16.88558586;bid;0
1770656944932685;1770656944930654;408117.38564419;18.98275250;bid;1
1770656944931606;1770656944930743;59686.78657999;11.95948589;ask;1
1770656944932455;1770656944930751;324755.04197542;12.59833303;ask;1
1770656944931329;1770656944930755;47799.95558272;16.19697646;bid;0
1770656944933237;1770656944930759;277719.31206283;9.74969478;ask;1
1770656944935264;1770656944930762;638408.94807302;13.17395516;bid;1
1770656944931149;1770656944930766;598795.33852725;15.30382992;bid;1
1770656944932456;1770656944930770;895622.10348984;4.04093659;bid;1
1770656944932937;1770656944930773;944235.19913173;16.38829591;bid;0
1770656944933025;1770656944930777;288205.00811496;6.55044143;bid;0
1770656944934845;1770656944930781;44424.89311841;6.18456545;bid;0
1770656944935370;1770656944930784;32401.60621093;17.61345391;ask;0
1770656944933121;1770656944930788;473924.57516154;15.11297859;ask;1
1770656944932797;1770656944930792;46792.39854164;6.76123488;ask;1
1770656944931754;1770656944930796;660898.94083371;0.78314712;bid;0
1770656944932338;1770656944930800;591158.21807434;1.83229987;ask;0
1770656944931732;1770656944930803;794543.04154622;2.65904484;bid;0
1770656944934557;1770656944930807;96629.06093065;5.43805943;ask;0
1770656944932036;1770656944930812;950398.80241101;5.26987584;bid;0
1770656944933148;1770656944930815;839534.57964500;13.82708705;bid;0
1770656944935475;1770656944930819;668023.06947939;9.73278536;bid;0
1770656944935206;1770656944930822;451241.38421056;9.33822126;bid;1
1770656944933915;1770656944930826;447285.92650875;9.44397491;ask;0
1770656944931327;1770656944930830;372300.57045060;14.58068258;ask;1
1770656944932285;1770656944930833;640549.37266087;6.53657987;ask;0
1770656944931368;1770656944930837;135547.33435858;7.92183363;bid;0
1770656944935099;1770656944930841;428673.27637710;2.33513086;ask;0
1770656944933351;1770656944930845;287727.59034632;13.16440587;bid;0
1770656944935693;1770656944930848;185284.52866406;7.71601440;bid;0
1770656944934283;1770656944930852;794532.46485484;13.06459854;bid;1
1770656944935768;1770656944930856;406648.28745699;15.93575092;bid;0
1770656944931928;1770656944930859;476557.87799447;1.49440076;ask;1
1770656944935003;1770656944930863;667011.00391744;10.14518147;bid;0
1770656944932757;1770656944930867;397036.39752008;18.36038098;bid;1
1770656944932616;1770656944930871;439626.05604137;11.12999330;ask;0
1770656944932476;1770656944930874;163187.20791924;2.42041711;bid;0
1770656944935139;1770656944930878;142956.96458598;1.00382693;bid;1
1770656944933926;1770656944930882;440497.90069354;6.51378685;ask;0
1770656944934986;1770656944930885;399497.62275405;15.13272410;ask;0
1770656944934281;1770656944930889;289217.03646253;14.05736024;ask;0
1770656944934957;1770656944930893;475182.01416855;5.01683157;bid;1
1770656944932815;1770656944930897;471095.19313211;6.94408611;ask;0
1770656944935663;1770656944930901;65511.55359559;19.55342760;bid;1
1770656944934639;1770656944930904;78773.41047788;13.06957716;bid;1
1770656944935112;1770656944930908;295032.07273350;9.30229092;bid;1
1770656944932223;1770656944930912;275060.01128771;10.15064853;ask;0
1770656944933758;1770656944930915;802757.40082508;16.58251932;ask;1
1770656944931292;1770656944930919;781153.43745896;19.01662629;bid;1
1770656944935886;1770656944930923;162415.04537743;3.77699545;bid;1
1770656944934720;1770656944930927;71078.34868819;16.04007841;ask;0
1770656944931903;1770656944930930;301223.10147942;6.97184387;ask;0
1770656944931433;1770656944930934;52807.82634399;18.27314201;bid;0
1770656944935908;1770656944930937;949066.45708948;5.42687144;ask;1
1770656944932452;1770656944930941;946976.01328571;14.69626153;bid;0
1770656944931964;1770656944930945;856973.81879747;14.58344712;bid;1
1770656944935439;1770656944930949;8421.74067864;1.78122648;bid;0
1770656944931280;1770656944930952;397200.87461490;5.71145803;bid;0
1770656944934480;1770656944930956;152174.08813915;4.65190084;ask;0
1770656944933185;1770656944930960;556261.65346403;6.75803779;bid;0
1770656944932000;1770656944930964;221795.86356442;4.75056045;ask;0
1770656944933872;1770656944930967;253840.23270182;7.18698668;bid;1
1770656944931153;1770656944930971;472718.39352852;19.29221085;bid;0
1770656944934598;1770656944930975;560618.90353586;7.26706611;bid;0
1770656944934042;1770656944930978;980001.76676626;11.78948434;ask;0
1770656944935671;1770656944930982;28692.07090963;2.80420526;bid;0
1770656944931280;1770656944930985;961691.08365619;3.15162767;bid;0
1770656944932834;1770656944930989;987885.99888460;16.38246777;bid;0
1770656944935014;1770656944930993;610564.95261637;9.21408786;bid;0
1770656944933269;1770656944930997;434095.96801697;0.59998284;bid;1
1770656944933876;1770656944931001;164150.96946000;13.09916534;bid;0
1770656944933918;1770656944931005;750762.38509673;19.95806745;ask;1
1770656944931847;1770656944931009;402182.21158804;0.23670135;ask;1
1770656944933036;1770656944931012;543569.64450065;11.47980123;ask;0
1770656944932122;1770656944931016;395087.20995492;15.73556695;ask;0
1770656944931635;1770656944931020;355684.57822010;2.47713901;ask;1
1770656944935015;1770656944931023;690301.04262618;10.29102255;ask;0
1770656944934213;1770656944931027;688883.09742536;0.23464071;bid;0
1770656944934182;1770656944931030;716353.17502601;6.56625419;bid;0
1770656944931543;1770656944931035;407101.52375627;1.86577279;ask;0
1770656944935264;1770656944931039;261956.98464899;5.50213962;ask;1
1770656944932647;1770656944931043;896337.00717785;16.59753934;bid;1
1770656944932281;1770656944931046;97380.90166480;0.28817157;ask;1
1770656944932013;1770656944931050;869636.37665247;17.39412221;ask;1
1770656944934494;1770656944931054;143205.28279791;17.23279330;ask;1
1770656944931617;1770656944931057;772389.50797685;0.08315180;ask;1
1770656944933885;1770656944931061;760203.15275953;5.37349852;ask;1
1770656944933239;1770656944931064;552659.46819179;0.42362586;bid;0
1770656944932950;1770656944931068;482488.22162418;12.55130667;ask;0
1770656944935148;1770656944931072;216613.24885797;6.77664079;bid;1
1770656944931783;1770656944931075;972605.36385160;11.22019369;bid;1
1770656944932419;1770656944931079;905291.14461661;14.29777844;bid;1
1770656944933135;1770656944931083;597938.17719561;0.13129919;ask;1
1770656944932961;1770656944931086;228859.55768719;2.03668569;ask;1
1770656944932637;1770656944931090;794882.19948416;4.24786995;ask;1
1770656944932157;1770656944931094;728373.01373741;9.67586476;ask;1
1770656944932305;1770656944931097;212086.22976721;10.80142365;bid;0
1770656944934909;1770656944931101;594475.10764319;3.51811434;bid;1
1770656944932045;1770656944931105;504658.54989006;11.87624413;ask;0
1770656944935208;1770656944931109;924356.24635803;6.36131944;ask;0
1770656944931998;1770656944931112;972175.71108687;19.15493715;bid;0
1770656944931668;1770656944931116;170365.10236746;13.48600311;ask;1
1770656944932675;1770656944931120;711834.45371641;15.20472714;ask;0
1770656944931888;1770656944931123;351716.06604046;11.68679315;ask;1
1770656944935161;1770656944931127;918401.56836978;8.57193945;bid;0
1770656944934626;1770656944931131;742450.88349023;5.00299720;bid;1
1770656944934809;1770656944931134;793166.11032636;19.69189577;ask;1
1770656944935357;1770656944931138;474737.23936779;0.25510463;ask;0
1770656944933952;1770656944931141;895040.48335893;4.65123961;bid;0
1770656944934742;1770656944931145;862323.20008993;6.96293072;ask;1
1770656944933567;1770656944931149;773636.74652356;2.38487965;bid;0
1770656944931801;1770656944931153;788598.14456916;12.82042219;ask;1
1770656944931266;1770656944931157;283439.26502622;14.15288705;bid;0
1770656944933233;1770656944931161;575668.62923192;16.35035580;ask;1
1770656944931920;1770656944931164;826159.53786785;6.58608042;ask;0
1770656944936012;1770656944931168;925731.04314771;1.69620382;ask;1
1770656944932260;1770656944931172;105478.81644342;3.69382748;ask;0
1770656944931824;1770656944931175;264600.23789389;8.49557392;ask;1
1770656944935350;1770656944931179;542416.78371744;5.23951697;bid;1
1770656944931981;1770656944931183;206935.12601599;15.61525419;bid;0
1770656944933894;1770656944931186;941636.33679914;17.54227393;bid;1
1770656944932897;1770656944931190;883576.30370989;4.10447500;ask;1
1770656944933358;1770656944931226;355678.43211662;8.54166144;ask;1
1770656944931710;1770656944931232;575447.95788048;9.61496942;bid;0
1770656944936117;1770656944931235;79464.64276107;9.08780248;bid;1
1770656944932376;1770656944931239;230488.85045927;6.63641626;bid;0
1770656944935942;1770656944931243;501490.73227526;17.03997656;ask;0
1770656944933278;1770656944931246;779512.88385571;14.94368008;ask;1
1770656944932831;1770656944931250;655828.12972964;6.05369740;ask;1
1770656944935805;1770656944931254;802813.82799771;4.94481148;bid;0
1770656944936115;1770656944931258;448419.83677053;0.77385082;ask;1
1770656944933198;1770656944931261;204075.47538332;16.20126653;ask;1
1770656944934729;1770656944931265;330953.46358751;8.76105115;ask;1
1770656944932415;1770656944931269;844621.26453494;19.43043191;bid;0
1770656944933936;1770656944931273;65892.34554544;17.49765514;bid;0
1770656944933045;1770656944931276;282392.11266050;16.72283636;bid;0
1770656944934362;1770656944931280;803509.49915617;11.56881175;bid;1
1770656944933149;1770656944931285;556322.28553283;18.36021946;ask;0
1770656944933287;1770656944931288;669829.17927890;3.99396391;bid;0
1770656944935052;1770656944931292;328511.45366121;16.59970367;ask;0
1770656944933634;1770656944931296;183446.80644112;13.53872012;bid;1
1770656944932135;1770656944931300;428347.97751102;7.69800608;bid;1
1770656944935549;1770656944931303;250423.66727336;2.95180265;bid;0
1770656944935822;1770656944931307;329087.60179568;3.12211228;ask;1
1770656944936046;1770656944931311;848445.95423293;12.18914685;bid;0
1770656944933109;1770656944931314;995302.13547594;17.64203184;ask;0
1770656944932293;1770656944931318;495591.60363730;1.54519170;bid;0
1770656944935169;1770656944931322;480418.28799763;9.92179411;ask;1
1770656944934523;1770656944931326;401822.08165688;0.21083682;ask;0
1770656944931454;1770656944931329;185377.36864820;10.97077159;ask;1
1770656944933056;1770656944931333;979028.03132585;5.38107255;ask;0
1770656944933953;1770656944931337;136233.70766781;16.62489155;ask;1
1770656944934422;1770656944931340;482.07754574;4.81272093;ask;0
1770656944933020;1770656944931344;6401.94840688;3.62734599;ask;0
1770656944935145;1770656944931348;153259.91267893;13.05825307;ask;0
1770656944934142;1770656944931352;832194.17275275;14.30774944;bid;0
1770656944934122;1770656944931355;942573.62388601;15.94859762;bid;0
1770656944931879;1770656944931359;595062.97414857;9.69241168;ask;0
1770656944932615;1770656944931362;457708.91014155;7.21236589;ask;0
1770656944936121;1770656944931366;454706.60562769;5.21197827;ask;1
1770656944932665;1770656944931370;105349.78282337;14.38437475;bid;0
1770656944934293;1770656944931374;325032.81296016;16.39730522;bid;1
1770656944931930;1770656944931378;520005.69732471;12.94750290;bid;1
1770656944932720;1770656944931381;130580.87827558;11.02346185;ask;1
1770656944932036;1770656944931385;28324.24699746;7.46355691;bid;1
1770656944934231;1770656944931389;952028.42815547;10.99191598;bid;1
1770656944933356;1770656944931393;858352.50234607;9.92284621;ask;1
1770656944932904;1770656944931396;450642.84591162;13.95074558;bid;1
1770656944935243;1770656944931400;119294.72568563;16.07566071;bid;0
1770656944934453;1770656944931404;533521.40077433;2.05313509;bid;0
1770656944934360;1770656944931407;6768.08966939;11.50752543;bid;0
1770656944933740;1770656944931411;322646.89683620;16.35209257;bid;1
1770656944934858;1770656944931414;303128.47353317;13.87254977;ask;1
1770656944933971;1770656944931418;152234.75031669;18.74105577;bid;0
1770656944933408;1770656944931422;889635.71455924;8.64846658;ask;1
1770656944933973;1770656944931425;755254.55089609;8.19680259;ask;1
1770656944931973;1770656944931429;888415.66147370;6.03432984;ask;1
1770656944934760;1770656944931433;110999.14066568;19.83984362;ask;0
1770656944932265;1770656944931437;814713.25181557;18.22523867;bid;1
1770656944934664;1770656944931440;735997.75352602;4.02810916;bid;1
1770656944932732;1770656944931444;303141.91701290;17.75634126;bid;1
1770656944931744;1770656944931448;44338.41093279;13.49156333;ask;1
1770656944935096;1770656944931451;556572.14520621;13.79229865;ask;0
1770656944935943;1770656944931455;558279.59330672;7.18269824;bid;1
1770656944936248;1770656944931459;540150.44683365;9.48232953;bid;0
1770656944933954;1770656944931463;474004.94147089;16.78604044;ask;0
1770656944931941;1770656944931466;923914.95489091;3.48999229;bid;0
1770656944934751;1770656944931470;19262.38528214;12.10917813;ask;0
1770656944934053;1770656944931474;612963.69674122;15.47372981;ask;0
1770656944933716;1770656944931478;366011.93639415;8.22864665;ask;0
1770656944932460;1770656944931481;260413.50589706;13.37612205;ask;1
1770656944936181;1770656944931485;917469.38559384;3.85819792;ask;1
1770656944935834;1770656944931489;561988.96142550;6.38098026;bid;0
1770656944932540;1770656944931492;946693.15948558;13.27460233;bid;0
1770656944934801;1770656944931496;18406.11717334;16.77406114;ask;1
1770656944933263;1770656944931500;513724.61425772;16.53737286;ask;1
1770656944934496;1770656944931504;503689.86437889;11.78871240;bid;1
1770656944931944;1770656944931507;682409.88519797;7.89271998;bid;0
1770656944932941;1770656944931511;758544.36891207;17.13524360;ask;0
1770656944934835;1770656944931515;481641.24254436;9.52428874;ask;1
1770656944932023;1770656944931519;253337.86417190;13.74700349;bid;0
1770656944931822;1770656944931522;48867.94216743;8.96586915;ask;0
1770656944936133;1770656944931527;857793.94491345;1.02629791;bid;0
1770656944933397;1770656944931530;432456.40910883;16.68821097;ask;1
1770656944933067;1770656944931534;180932.95743820;11.42484654;ask;1
1770656944934076;1770656944931537;804152.61533769;7.66279422;ask;1
1770656944935856;1770656944931541;233364.09632080;18.35405530;ask;1
1770656944936303;1770656944931545;842243.74717650;9.76753639;ask;1
1770656944934619;1770656944931548;482420.91547789;8.93076519;ask;1
1770656944936002;1770656944931552;191357.18143671;7.31961058;bid;1
1770656944934743;1770656944931556;295455.33533084;16.58073497;ask;1
1770656944931964;1770656944931559;163119.89806898;10.37771484;bid;0
1770656944932036;1770656944931563;18259.47218248;17.68928936;ask;1
1770656944935975;1770656944931567;568421.50056676;16.81681473;bid;1
1770656944932703;1770656944931570;164890.04709417;3.12533682;bid;1
1770656944935794;1770656944931574;819009.98643837;8.59969308;ask;0
1770656944934805;1770656944931578;532332.68184974;18.38332128;ask;1
1770656944933725;1770656944931582;533752.90483373;13.54280184;ask;1
1770656944934191;1770656944931586;363453.15024183;6.11140906;ask;1
1770656944934845;1770656944931589;805708.22356782;15.19543087;bid;0
1770656944934176;1770656944931593;143168.70634042;0.22805190;bid;0
1770656944932598;1770656944931597;801128.77337411;8.96098251;bid;0
1770656944934471;1770656944931600;876166.82042035;19.66494855;bid;1
1770656944935236;1770656944931604;700671.13847830;19.77305853;ask;0
1770656944935251;1770656944931608;975234.73034478;1.54086543;bid;1
1770656944933131;1770656944931611;45077.50417178;17.32326901;ask;0
1770656944935417;1770656944931615;554145.03133031;6.53187655;bid;1
1770656944932343;1770656944931619;711008.16336319;18.32829057;ask;0
1770656944936474;1770656944931623;425830.97761110;0.08717871;ask;1
1770656944934229;1770656944931627;237351.50067929;19.21698499;bid;0
1770656944936292;1770656944931631;685960.69360726;14.19793296;ask;0
1770656944933416;1770656944931635;361278.93863840;19.67600216;bid;0
1770656944935450;1770656944931638;846740.64144032;4.92358587;bid;1
1770656944932055;1770656944931642;679753.60407168;15.77246976;bid;0
1770656944932708;1770656944931646;755468.63776319;3.49086906;ask;1
1770656944935821;1770656944931650;196591.85626192;0.22233128;ask;1
1770656944935093;1770656944931654;477219.23312781;15.66950552;ask;1
1770656944935936;1770656944931657;982328.54501594;16.61900931;ask;1
1770656944936064;1770656944931661;54847.76062942;0.59105509;ask;0
1770656944931855;1770656944931665;501832.38816545;10.98979126;bid;1
1770656944936533;1770656944931669;556923.87992783;1.99872355;ask;0
1770656944934848;1770656944931672;302145.72818498;4.24444136;ask;1
1770656944933572;1770656944931686;689830.05052537;11.52823748;ask;1
1770656944936534;1770656944931691;222989.10067325;1.63597520;ask;1
1770656944936437;1770656944931695;584591.43496596;17.64196652;bid;0
1770656944934387;1770656944931698;544378.85591044;5.24839426;bid;1
1770656944933539;1770656944931702;155949.03924829;17.03927024;bid;0
1770656944932397;1770656944931706;782045.06801681;8.32628909;ask;0
1770656944933614;1770656944931709;144813.35544654;14.07613798;bid;1
1770656944936173;1770656944931713;81982.94838579;19.30327853;ask;1
1770656944935397;1770656944931717;847892.34054289;11.24979996;ask;0
1770656944935912;1770656944931720;145204.39840180;0.63821919;bid;1
1770656944933700;1770656944931724;420705.99554951;8.75426583;ask;0
1770656944934839;1770656944931728;587672.92898150;4.79391712;bid;0
1770656944933000;1770656944931731;490881.61657246;1.45308585;bid;0
1770656944933087;1770656944931735;616016.04418120;6.64495750;bid;1
1770656944935745;1770656944931739;370833.59023777;9.91844489;bid;1
1770656944932991;1770656944931743;567843.83280333;18.40642963;bid;0
1770656944933793;1770656944931746;254806.23471752;19.64710529;bid;1
1770656944936614;1770656944931750;180964.44130057;5.15601830;bid;0
1770656944935186;1770656944931754;401821.40467717;4.23415400;ask;1
1770656944934839;1770656944931758;85073.19434342;5.94160828;bid;1
1770656944932488;1770656944931762;664117.62809451;2.58676969;ask;0
1770656944936614;1770656944931766;74961.06611134;18.39530822;bid;1
1770656944933831;1770656944931770;79741.73606023;11.53047020;bid;1
1770656944932693;1770656944931774;452745.43586207;10.02539537;bid;0
1770656944936051;1770656944931777;416619.42344676;0.19483674;ask;0
1770656944932806;1770656944931781;378150.86778451;9.40126059;bid;0
1770656944934885;1770656944931785;53950.63357963;8.63156953;ask;1
1770656944935545;1770656944931788;817316.10493402;2.26754684;ask;0
1770656944935424;1770656944931792;986265.37722773;3.76521770;bid;1
1770656944936362;1770656944931796;868282.49000033;5.04389120;ask;0
1770656944933876;1770656944931800;702505.81871232;12.42188821;bid;0
1770656944933752;1770656944931804;422658.92541712;1.18770625;ask;0
1770656944935294;1770656944931807;848968.71156685;15.15627178;ask;1
1770656944936015;1770656944931811;59443.06336231;12.81728537;bid;1
1770656944936647;1770656944931815;345545.06334232;6.92096680;bid;0
1770656944935199;1770656944931819;504553.99804244;18.44750399;ask;0
1770656944935487;1770656944931822;16218.51391333;13.23989119;bid;1
1770656944932901;1770656944931826;490888.84206944;18.12603090;bid;1
1770656944936747;1770656944931830;176705.27977982;13.96758143;bid;1
1770656944936736;1770656944931834;152627.17942711;10.43174970;ask;0
1770656944935748;1770656944931837;862070.16258897;13.62255743;bid;0
1770656944934130;1770656944931841;558742.54350312;19.22287718;ask;1
1770656944933064;1770656944931845;754964.89087661;12.17879840;bid;1
1770656944936498;1770656944931856;956679.83995185;9.53683782;ask;0
1770656944935386;1770656944931860;563894.43415284;16.87769790;ask;0
1770656944932753;1770656944931864;577136.57312211;10.02428769;bid;1
1770656944932274;1770656944931888;300809.18823660;15.17823938;ask;1
1770656944935252;1770656944931892;799766.66966206;12.77834199;ask;0
1770656944936223;1770656944931895;835137.66673018;5.41422516;ask;1
1770656944934398;1770656944931899;670887.66031249;19.79739764;bid;0
1770656944933534;1770656944931903;544283.94981635;4.61296423;ask;0
1770656944935033;1770656944931906;706936.52085225;4.27833211;ask;0
1770656944932333;1770656944931910;920362.10862454;3.76107304;ask;1
1770656944934189;1770656944931914;166207.67205943;13.41320516;ask;1
1770656944934195;1770656944931918;829790.81596060;10.77244409;bid;1
1770656944934449;1770656944931921;165511.55418617;12.19057323;bid;1
1770656944935916;1770656944931925;463518.72867407;1.15391970;ask;1
1770656944933845;1770656944931929;64575.23327119;4.64193412;bid;0
1770656944932882;1770656944931932;765537.73083044;9.20853257;bid;0
1770656944935362;1770656944931936;576004.85793299;4.66629200;ask;1
1770656944932384;1770656944931939;498486.91360970;15.65100015;bid;0
1770656944934256;1770656944931943;209198.13359564;9.28290778;bid;0
1770656944934983;1770656944931946;495674.54363585;11.69826910;bid;0
1770656944936729;1770656944931950;326304.90303218;14.43493932;ask;0
1770656944933199;1770656944931954;305948.16384119;6.68190410;ask;0
1770656944933130;1770656944931958;863718.56968312;3.19625919;ask;1
1770656944933258;1770656944931962;160335.43805701;16.66148760;ask;0
1770656944936194;1770656944931966;402187.26059466;0.51310360;ask;0
1770656944936205;1770656944931969;121011.14591320;9.90416552;bid;0
1770656944934905;1770656944931973;741905.29018340;18.77753754;ask;0
1770656944932122;1770656944931977;517140.24817731;5.13247597;bid;0
1770656944935447;1770656944931980;683653.66491934;2.73703472;bid;1
1770656944934229;1770656944931984;463092.16581849;17.79378982;ask;0
1770656944934524;1770656944931988;441565.60811910;4.36676429;bid;0
1770656944933636;1770656944931991;589722.85148309;7.82415199;bid;0
